path	chapter	relevance	use_case	action
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0130_idx26581.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0131_idx3639.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0132_idx31183.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0133_idx991.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0134_idx8647.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0135_idx33761.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0136_idx2654.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0137_idx26607.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0138_idx14848.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0139_idx22832.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0140_idx10645.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0141_idx23529.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0142_idx31470.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0143_idx1248.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0144_idx28221.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0145_idx646.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0146_idx775.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0147_idx2144.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0148_idx31428.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0149_idx18832.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0150_idx27591.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0151_idx11531.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0152_idx1331.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0153_idx9682.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0154_idx27361.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0155_idx26205.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0156_idx11770.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0157_idx22724.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0158_idx8682.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0159_idx25980.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0160_idx26454.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0161_idx23520.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0162_idx19443.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0163_idx26494.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0164_idx26237.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0165_idx28240.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0166_idx8273.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0167_idx22363.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0168_idx19193.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0169_idx10684.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0170_idx26501.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0171_idx14271.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0172_idx26424.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0173_idx23696.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0174_idx23117.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0175_idx8722.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0176_idx2076.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0177_idx21573.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0178_idx30094.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0179_idx33768.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0180_idx19829.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0181_idx33540.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0182_idx21012.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0183_idx2734.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0184_idx11670.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0185_idx23485.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0186_idx11167.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0187_idx23309.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0188_idx13773.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0189_idx31218.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0190_idx30160.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0191_idx2711.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0192_idx26622.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0193_idx14373.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0194_idx22528.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0195_idx27731.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0196_idx23011.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0197_idx14561.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0198_idx11624.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_pages_png/outlier_test_0199_idx31179.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid.pdf	Appendix	Medium	Project artifact	Review manually if cited
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0000_idx26363.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0001_idx26346.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0002_idx22863.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0003_idx2190.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0004_idx14083.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0005_idx26481.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0006_idx824.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0007_idx26599.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0008_idx32998.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0009_idx13376.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0010_idx8752.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0011_idx26500.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0012_idx26096.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0013_idx22979.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0014_idx14444.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0015_idx14496.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0016_idx22978.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0017_idx2658.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0018_idx14806.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0019_idx3573.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0020_idx26525.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0021_idx14856.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0022_idx23048.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0023_idx22560.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0024_idx14798.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0025_idx28092.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0026_idx21922.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0027_idx26610.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0028_idx3642.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0029_idx14468.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0030_idx23002.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
